,time,TSH0,TSH1,TSH2,TSH3,TSOS,V_PSOS,TSHSI,VSHS_OP,VSHS_CL,VSHP_OP,VSHP_CL,V_PC_1,CCH_1,TCO_1,m0plus,m0minus,m2plus,m2minus,m3plus,m3minus
14,169.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
15,182.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
16,195.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
17,208.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
18,221.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
19,234.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
20,247.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
21,260.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
22,273.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
23,286.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
24,299.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
25,312.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
26,325.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
27,338.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
28,351.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
29,364.0,25.6,24.4,25.6,25.8,22.3,0.0,194.6,1.0,0.0,0.0,1.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
